,local_warp,cost_func
0,1.0,0.13394259005488574
1,1.0,0.2796538935609275
2,1.0,0.42553962700115144
3,1.0,0.5457101053534211
4,1.0,0.627942994937019
5,1.0,0.7098167210524512
6,0.07142857142857142,0.7718943194591751
7,0.07142857142857142,0.8047809806464261
8,0.07142857142857142,0.836043197785767
9,0.07142857142857142,0.8679266103524714
10,0.07142857142857142,0.8920574080947894
11,0.07142857142857142,0.8994187600261893
12,0.07142857142857142,0.9166632984575949
13,0.07142857142857142,0.9416623929557296
14,0.07142857142857142,0.962549358000349
15,0.07142857142857142,0.9755674988814844
16,0.07142857142857142,0.9863800793586316
17,0.07142857142857142,0.9979278163660211
18,0.07142857142857142,1.0070636819394607
19,0.07142857142857142,1.017048116581865
20,1.0,1.0306392228701895
21,1.0,1.0726229629787225
22,1.0,1.1289488140660535
23,1.0,1.1802397519137102
24,1.0,1.2375967610691738
25,1.0,1.302152791171646
26,1.0,1.3696158583323101
27,1.0,1.430968652943848
28,1.0,1.4851414813787711
29,0.5,1.5275427023970578
30,0.5,1.5641606261737513
31,0.3333333333333333,1.6046222316068661
32,0.3333333333333333,1.6574933318594276
33,0.3333333333333333,1.7127333119211712
34,1.0,1.7855163932225397
35,1.0,1.8667537666223017
36,1.0,1.9467167322968062
37,1.0,2.0025607929111238
38,1.0,2.0408267239420526
39,1.0,2.077507970208691
40,1.0,2.1079665790587594
41,1.0,2.1258605608092545
42,1.0,2.1403747237448147
43,0.05555555555555555,2.1525578930977107
44,0.05555555555555555,2.163801783407209
45,0.05555555555555555,2.1738841400993065
46,0.05555555555555555,2.181097256184472
47,0.05555555555555555,2.188172633154231
48,0.05555555555555555,2.194607968643171
49,0.05555555555555555,2.202366137393711
50,0.05555555555555555,2.211831258854478
51,0.05555555555555555,2.2191377182954684
52,0.05555555555555555,2.233308325648047
53,0.05555555555555555,2.24346387552693
54,0.05555555555555555,2.2612746351140176
55,0.05555555555555555,2.2920306533125325
56,0.05555555555555555,2.322854430783202
57,0.05555555555555555,2.3419428700935296
58,0.05555555555555555,2.3606055579233347
59,0.05555555555555555,2.3773320936145774
60,0.05555555555555555,2.387452718861652
61,0.2,2.3942702948036785
62,0.2,2.3987262830394087
63,0.2,2.4067522519150453
64,0.2,2.4184035922718454
65,0.2,2.427561332042929
66,1.0,2.435602341319668
67,2.0,2.4457103892658307
68,1.0,2.4660063229459803
69,1.0,2.489722641664823
70,1.0,2.510502909516692
71,0.25,2.527598854283438
72,0.25,2.5445577888797537
73,0.25,2.5584162983699006
74,0.25,2.5707508148926688
75,1.0,2.5828710265281223
76,1.0,2.5899147610243602
77,0.5,2.5948736401903996
78,0.5,2.6019278743887106
79,1.0,2.619191983656324
80,1.0,2.6426705264921564
81,1.0,2.67244976347075
82,1.0,2.7012225894982844
83,1.0,2.7234461130653713
84,1.0,2.7450924290901004
85,1.0,2.7645989105043727
86,1.0,2.7808040993765517
87,1.0,2.7962663211131584
88,2.0,2.809262156084494
89,3.0,2.8278232900591056
90,1.0,2.8567532872691093
91,1.0,2.8823703523140116
92,1.0,2.90782116131051
93,1.0,2.9314506233826907
94,0.3333333333333333,2.952870194872504
95,0.3333333333333333,2.9766678794374366
96,0.3333333333333333,2.9983700497630625
97,0.3333333333333333,3.01342866861955
98,0.3333333333333333,3.0311422718870413
99,0.3333333333333333,3.0511144435295896
100,1.0,3.0702499720061494
101,1.0,3.08328718002613
102,1.0,3.0907678437571118
103,1.0,3.105576553228709
104,1.0,3.126170665408415
105,0.3333333333333333,3.148683900272908
106,0.3333333333333333,3.1704042679778173
107,0.3333333333333333,3.1909094566858114
108,1.0,3.2080888672535286
109,1.0,3.219114847438056
110,1.0,3.2234844867631725
111,0.3333333333333333,3.2266135804811835
112,0.3333333333333333,3.2333831002452653
113,0.3333333333333333,3.2444089230255493
114,1.0,3.2526244864346854
115,1.0,3.2596774533471775
116,1.0,3.2654094385190073
117,1.0,3.2699506704235417
118,1.0,3.2754822187926327
119,1.0,3.2825208717214664
120,10.0,3.3033107641671102
121,1.0,3.331393224582162
122,1.0,3.331760678418632
123,0.25,3.3321414209993443
124,0.25,3.332465331885588
125,0.25,3.3328595350983004
126,0.25,3.3332674566273672
127,1.0,3.3336637707339896
128,1.0,3.3341999856732603
129,1.0,3.3347429516196643
130,1.0,3.3352278226484167
131,1.0,3.3357091273960946
132,1.0,3.336101965714705
133,1.0,3.336429686499267
134,0.5,3.336984299602274
135,0.5,3.33756401106598
136,1.0,3.3381763310316455
